yearmonth,elec,,,,,,,,,,,,,,,,,
201401,338.8800694,,,,,,,,,,,,,,,,,
201402,322.5165133,,,,,,,,,,,,,,,,,
201403,310.2407721,,,,,,,,,,,,,,,,,
201404,299.7993954,,,,,,,,,,,,,,,,,
201405,296.5155083,,,,,,,,,,,,,,,,,
201406,286.9671879,,,,,,,,,,,,,,,,,
201407,290.4015667,,,,1,2,3,4,5,6,7,8,9,10,11,12,,
201408,310.3178486,,,2014,339,323,310,300,297,287,290,310,322,293,289,305,,
201409,322.3777291,,,2015,339,322,310,300,296,287,290,310,322,293,289,305,1.038585,
201410,292.9464865,,,2016,339,322,310,300,296,287,290,310,323,293,290,305,1.041111,
201411,289.4593881,,,2017,339,322,310,300,296,287,290,310,322,293,289,305,0.997199,
201412,305.0165865,,,2018,339,322,310,300,296,287,290,310,322,293,290,305,1.007814,
201501,338.8302823,,,,,,,,,,,,,,,,,
201502,322.3952078,,,,,,,,,,,,,,,,,
201503,310.2962478,,,,,,,,,,,,,,,,,
201504,299.7992004,,,,1,2,3,4,5,6,7,8,9,10,11,12,,
201505,296.4320656,,,2014,339,323,310,300,297,287,290,310,322,293,289,305,305,52
201506,286.8851999,,,2015,352,335,322,311,308,298,302,322,335,304,301,317,317,54
201507,290.4577683,,,2016,353,336,323,312,309,299,302,323,336,305,301,318,318,54
201508,310.3076067,,,2017,338,322,309,299,296,286,290,309,321,292,289,304,305,52
201509,322.4132777,,,2018,342,325,313,302,299,289,293,313,325,295,292,307,308,52
201510,292.9740335,,,,345,328,315,305,302,292,295,316,328,298,294,310,311,53
201511,289.4633401,,,,,,,,,,,,,,,,,
201512,305.0809871,,,,,,,,,,,,,,,,,
201601,338.8730198,,,,,,,,,,,,,,,,,
201602,322.3589322,,,,,,,,,,,,,,,,,
201603,310.3041315,,,,,,,,,,,,,,,,,
201604,299.9823498,,,,,,,,,,,,,,,,,
201605,296.4031994,,,,,,,,,,,,,,,,,
201606,287.0950145,,,,,,,,,,,,,,,,,
201607,290.4427805,,,,,,,,,,,,,,,,,
201608,310.3202169,,,,,,,,,,,,,,,,,
201609,322.5365516,,,,,,,,,,,,,,,,,
201610,293.0094635,,,,,,,,,,,,,,,,,
201611,289.5574857,,,,,,,,,,,,,,,,,
201612,305.1296467,,,,,,,,,,,,,,,,,
201701,338.9369016,,,,,,,,,,,,,,,,,
201702,322.3341099,,,,,,,,,,,,,,,,,
201703,310.3624813,,,,,,,,,,,,,,,,,
201704,299.8645024,,,,,,,,,,,,,,,,,
201705,296.3827294,,,,,,,,,,,,,,,,,
201706,286.9659467,,,,,,,,,,,,,,,,,
201707,290.4723627,,,,,,,,,,,,,,,,,
201708,310.270374,,,,,,,,,,,,,,,,,
201709,322.3930189,,,,,,,,,,,,,,,,,
201710,292.9258968,,,,,,,,,,,,,,,,,
201711,289.4952214,,,,,,,,,,,,,,,,,
201712,305.0998353,,,,,,,,,,,,,,,,,
201801,338.9119523,,,,,,,,,,,,,,,,,
201802,322.3507272,,,,,,,,,,,,,,,,,
201803,310.3804218,,,,,,,,,,,,,,,,,
201804,299.8450771,,,,,,,,,,,,,,,,,
201805,296.4576859,,,,,,,,,,,,,,,,,
201806,286.8299869,,,,,,,,,,,,,,,,,
201807,290.2260827,,,,,,,,,,,,,,,,,
201808,310.2555157,,,,,,,,,,,,,,,,,
201809,322.419472,,,,,,,,,,,,,,,,,
201810,292.955728,,,,,,,,,,,,,,,,,
201811,289.505258,,,,,,,,,,,,,,,,,
201812,305.1065519,,,,,,,,,,,,,,,,,
