20180816000000,H001,f2:42:2d:66:85:a6,0.46811560628111043
20180816010000,H001,f2:42:2d:66:85:a6,0.42907258318582486
20180816020000,H001,f2:42:2d:66:85:a6,0.4757499505594339
20180816030000,H001,f2:42:2d:66:85:a6,0.43337023785666423
20180816040000,H001,f2:42:2d:66:85:a6,0.407466846029008
20180816050000,H001,f2:42:2d:66:85:a6,0.4639664024138651
20180816060000,H001,f2:42:2d:66:85:a6,0.43611733078477927
20180816070000,H001,f2:42:2d:66:85:a6,0.4341831591713198
20180816080000,H001,f2:42:2d:66:85:a6,0.4717592682512778
20180816090000,H001,f2:42:2d:66:85:a6,0.42339721368761196
20180816100000,H001,f2:42:2d:66:85:a6,0.4361339213510508
20180816110000,H001,f2:42:2d:66:85:a6,0.43890939199694495
20180816120000,H001,f2:42:2d:66:85:a6,0.44767848200606447
20180816130000,H001,f2:42:2d:66:85:a6,0.4664953268371802
20180816140000,H001,f2:42:2d:66:85:a6,0.40502532565332694
20180816150000,H001,f2:42:2d:66:85:a6,0.4770250602040828
20180816160000,H001,f2:42:2d:66:85:a6,0.4272275708873463
20180816170000,H001,f2:42:2d:66:85:a6,0.4105032819709661
20180816180000,H001,f2:42:2d:66:85:a6,0.463003996863739
20180816190000,H001,f2:42:2d:66:85:a6,0.4334172409843645
20180816200000,H001,f2:42:2d:66:85:a6,0.44071239199984197
20180816210000,H001,f2:42:2d:66:85:a6,0.4756565792000266
20180816220000,H001,f2:42:2d:66:85:a6,0.42985618712146306
20180816230000,H001,f2:42:2d:66:85:a6,0.40517186873038724
20180816240000,H001,f2:42:2d:66:85:a6,0.4208132000986989
20180816000000,H002,90:09:94:24:f5:b4,0.4791173409812093
20180816010000,H002,90:09:94:24:f5:b4,0.4513641062508053
20180816020000,H002,90:09:94:24:f5:b4,0.4643960125962235
20180816030000,H002,90:09:94:24:f5:b4,0.4028850427173625
20180816040000,H002,90:09:94:24:f5:b4,0.44317085234307063
20180816050000,H002,90:09:94:24:f5:b4,0.4365783884199109
20180816060000,H002,90:09:94:24:f5:b4,0.46324099849565914
20180816070000,H002,90:09:94:24:f5:b4,0.42455779089219414
20180816080000,H002,90:09:94:24:f5:b4,0.47097497646057673
