20161203000000,H001,f2:42:2d:66:85:a6,0.5100214176619874
20161203010000,H001,f2:42:2d:66:85:a6,0.5140524548871684
20161203020000,H001,f2:42:2d:66:85:a6,0.5292904213305943
20161203030000,H001,f2:42:2d:66:85:a6,0.5303367703158075
20161203040000,H001,f2:42:2d:66:85:a6,0.4923339105651876
20161203050000,H001,f2:42:2d:66:85:a6,0.4733725486269309
20161203060000,H001,f2:42:2d:66:85:a6,0.4769884969851878
20161203070000,H001,f2:42:2d:66:85:a6,0.5441275930419169
20161203080000,H001,f2:42:2d:66:85:a6,0.4944174635448812
20161203090000,H001,f2:42:2d:66:85:a6,0.4220163404359662
20161203100000,H001,f2:42:2d:66:85:a6,0.47427585831324576
20161203110000,H001,f2:42:2d:66:85:a6,0.4643709030767909
20161203120000,H001,f2:42:2d:66:85:a6,0.5130544894573166
20161203130000,H001,f2:42:2d:66:85:a6,0.4895420424013195
20161203140000,H001,f2:42:2d:66:85:a6,0.5000950344880476
20161203150000,H001,f2:42:2d:66:85:a6,0.5038961458674494
20161203160000,H001,f2:42:2d:66:85:a6,0.46072146525966934
20161203170000,H001,f2:42:2d:66:85:a6,0.4349562824050949
20161203180000,H001,f2:42:2d:66:85:a6,0.46027286519771216
20161203190000,H001,f2:42:2d:66:85:a6,0.5129107693306978
20161203200000,H001,f2:42:2d:66:85:a6,0.4885156071148203
20161203210000,H001,f2:42:2d:66:85:a6,0.5174647329392622
20161203220000,H001,f2:42:2d:66:85:a6,0.48251646193128966
20161203230000,H001,f2:42:2d:66:85:a6,0.454170739859025
20161203240000,H001,f2:42:2d:66:85:a6,0.5048193264583483
20161203000000,H002,90:09:94:24:f5:b4,0.4686076503544048
20161203010000,H002,90:09:94:24:f5:b4,0.44054999359257324
20161203020000,H002,90:09:94:24:f5:b4,0.48782353102719556
20161203030000,H002,90:09:94:24:f5:b4,0.39436564688776626
20161203040000,H002,90:09:94:24:f5:b4,0.4677691585114443
20161203050000,H002,90:09:94:24:f5:b4,0.37987992866891973
20161203060000,H002,90:09:94:24:f5:b4,0.44799884927666034
20161203070000,H002,90:09:94:24:f5:b4,0.437261730362105
20161203080000,H002,90:09:94:24:f5:b4,0.4648756163631801
20161203090000,H002,90:09:94:24:f5:b4,0.46214268071598247
20161203100000,H002,90:09:94:24:f5:b4,0.4557391569788016
20161203110000,H002,90:09:94:24:f5:b4,0.44609604525716623
20161203120000,H002,90:09:94:24:f5:b4,0.42725927442986905
20161203130000,H002,90:09:94:24:f5:b4,0.4909796617414621
20161203140000,H002,90:09:94:24:f5:b4,0.43559392408858927
20161203150000,H002,90:09:94:24:f5:b4,0.44534826506938724
20161203160000,H002,90:09:94:24:f5:b4,0.45456692898096734
20161203170000,H002,90:09:94:24:f5:b4,0.4672323223354762
20161203180000,H002,90:09:94:24:f5:b4,0.4265061473977852
20161203190000,H002,90:09:94:24:f5:b4,0.44359472797857125
20161203200000,H002,90:09:94:24:f5:b4,0.41827555634774505
20161203210000,H002,90:09:94:24:f5:b4,0.46614640469521074
20161203220000,H002,90:09:94:24:f5:b4,0.44385197412047567
20161203230000,H002,90:09:94:24:f5:b4,0.4430017011288685
20161203240000,H002,90:09:94:24:f5:b4,0.4593701299878717
